x_range,y_range,split_label
-11.557788944723626,-16.115577889447252,0
-10.552763819095489,-14.105527638190978,1
-9.547738693467352,-12.095477386934704,2
-8.5427135678392,-10.085427135678401,0
-7.5376884422110635,-8.075376884422127,0
-6.532663316582926,-6.065326633165853,0
-5.527638190954775,-4.05527638190955,1
-4.522613065326638,-2.045226130653276,0
-3.517587939698501,-0.03517587939700206,0
-2.512562814070364,1.974874371859272,2
-1.507537688442227,3.984924623115546,0
-0.5025125628140756,5.994974874371849,0
0.5025125628140614,8.005025125628123,1
1.5075376884421985,10.015075376884397,0
2.5125628140703498,12.0251256281407,0
3.517587939698487,14.035175879396974,1
4.522613065326624,16.045226130653248,0
5.527638190954761,18.055276381909522,0
6.532663316582898,20.065326633165796,0
7.537688442211049,22.0753768844221,0
8.542713567839186,24.085427135678373,2
9.547738693467323,26.095477386934647,0
10.552763819095475,28.10552763819095,0
11.557788944723612,30.115577889447223,0
12.562814070351749,32.1256281407035,1
13.567839195979886,34.13567839195977,0
14.572864321608023,36.145728643216046,0
15.577889447236174,38.15577889447235,0
16.58291457286431,40.16582914572862,1
17.58793969849245,42.1758793969849,0
18.5929648241206,44.1859296482412,0
19.597989949748737,46.19597989949747,2
20.603015075376874,48.20603015075375,0
21.60804020100501,50.21608040201002,0
22.613065326633148,52.226130653266296,0
23.6180904522613,54.2361809045226,0
24.623115577889436,56.24623115577887,0
25.628140703517573,58.25628140703515,1
26.633165829145725,60.26633165829145,0
27.63819095477386,62.27638190954772,0
28.643216080402,64.286432160804,0
29.64824120603015,66.2964824120603,0
30.653266331658273,68.30653266331655,0
31.658291457286424,70.31658291457285,0
32.66331658291455,72.3266331658291,0
33.6683417085427,74.3366834170854,0
34.67336683417085,76.3467336683417,0
35.67839195979897,78.35678391959794,0
36.68341708542712,80.36683417085425,2
37.688442211055275,82.37688442211055,0
38.6934673366834,84.3869346733668,0
39.69849246231155,86.3969849246231,0
40.7035175879397,88.4070351758794,0
41.70854271356782,90.41708542713565,0
42.713567839195974,92.42713567839195,0
43.7185929648241,94.4371859296482,0
44.72361809045225,96.4472361809045,0
45.7286432160804,98.4572864321608,0
46.73366834170852,100.46733668341705,2
47.738693467336674,102.47738693467335,0
48.7437185929648,104.4874371859296,0
49.74874371859295,106.4974874371859,0
50.7537688442211,108.5075376884422,0
51.75879396984922,110.51758793969844,0
52.76381909547737,112.52763819095475,0
53.768844221105525,114.53768844221105,0
54.77386934673365,116.5477386934673,0
55.7788944723618,118.5577889447236,0
56.78391959798995,120.5678391959799,0
57.78894472361807,122.57788944723615,2
58.793969849246224,124.58793969849245,0
59.79899497487435,126.5979899497487,0
60.8040201005025,128.608040201005,0
61.80904522613065,130.6180904522613,0
62.81407035175877,132.62814070351754,0
63.819095477386924,134.63819095477385,1
64.82412060301505,136.6482412060301,2
65.8291457286432,138.6582914572864,0
66.83417085427135,140.6683417085427,0
67.83919597989947,142.67839195979894,0
68.84422110552762,144.68844221105525,1
69.84924623115577,146.69849246231155,0
70.8542713567839,148.7085427135678,1
71.85929648241205,150.7185929648241,0
72.8643216080402,152.7286432160804,0
73.86934673366832,154.73869346733665,0
74.87437185929647,156.74874371859295,0
75.8793969849246,158.7587939698492,0
76.88442211055275,160.7688442211055,2
77.8894472361809,162.7788944723618,0
78.89447236180902,164.78894472361804,0
79.89949748743717,166.79899497487435,0
80.9045226130653,168.8090452261306,0
81.90954773869345,170.8190954773869,0
82.9145728643216,172.8291457286432,0
83.91959798994972,174.83919597989944,1
84.92462311557787,176.84924623115575,0
85.92964824120602,178.85929648241205,0
86.93467336683415,180.8693467336683,0
87.9396984924623,182.8793969849246,0
88.94472361809045,184.8894472361809,0
89.94974874371857,186.89949748743715,1
90.95477386934672,188.90954773869345,0
91.95979899497485,190.9195979899497,1
92.964824120603,192.929648241206,0
93.96984924623115,194.9396984924623,0
94.97487437185927,196.94974874371854,0
95.97989949748742,198.95979899497485,2
96.98492462311555,200.9698492462311,2
97.9899497487437,202.9798994974874,0
98.99497487437185,204.9899497487437,2
100.0,207.0,0
