x_range,y_range,split_label
-20.603015075376888,-1.0469762091337043,0
-19.59798994974875,-1.0197647368815277,0
-18.592964824120614,-0.9891984255283721,0
-17.587939698492477,-0.9553685202824359,0
-16.582914572864325,-0.9183808865774068,0
-15.577889447236188,-0.8783555880617886,0
-14.572864321608051,-0.8354264079899784,0
-13.5678391959799,-0.7897403159229708,0
-12.562814070351763,-0.7414568818645786,0
-11.557788944723626,-0.6907476401685867,0
-10.552763819095489,-0.6377954057525019,1
-9.547738693467352,-0.5827935453436656,2
-8.5427135678392,-0.5259452066627557,0
-7.5376884422110635,-0.4674625086173848,0
-6.532663316582926,-0.4075656957339073,0
-5.527638190954775,-0.3464822601981333,1
-4.522613065326638,-0.2844460350047473,0
-3.517587939698501,-0.22169626183039431,0
-2.512562814070364,-0.15847663734618134,2
-1.507537688442227,-0.09503434177126069,0
-0.5025125628140756,-0.03161905353996806,0
0.5025125628140614,0.03151804598965278,1
1.5075376884421985,0.0941252738184294,0
2.5125628140703498,0.15595144858832083,0
3.517587939698487,0.21674689186498852,1
4.522613065326624,0.2762644234292812,0
5.527638190954761,0.33426034661009174,0
6.532663316582898,0.39049541973077445,0
7.537688442211049,0.4447358097966472,0
8.542713567839186,0.4967540246218973,2
9.547738693467323,0.5463298196801708,0
10.552763819095475,0.5932510760638569,0
11.557788944723612,0.637314646052276,0
12.562814070351749,0.6783271629180868,1
13.567839195979886,0.7161058117437828,0
14.572864321608023,0.7504790581755787,0
15.577889447236174,0.7812873322096632,0
16.58291457286431,0.8083836642850399,1
17.58793969849245,0.8316342711473124,0
18.5929648241206,0.8509190891479772,0
19.597989949748737,0.8661322528533464,2
20.603015075376874,0.8771825170552213,0
21.60804020100501,0.8839936205010572,0
22.613065326633148,0.8865045898936867,0
23.6180904522613,0.8846699829487674,0
24.623115577889436,0.8784600695410576,0
25.628140703517573,0.8678609502174168,1
26.633165829145725,0.8528746116041019,0
27.63819095477386,0.833518918487494,0
28.643216080402,0.809827542599818,0
29.64824120603015,0.7818498283937407,0
30.653266331658273,0.7496505963409105,0
31.658291457286424,0.713309884538538,0
32.66331658291455,0.6729226296540693,0
33.6683417085427,0.6285982884797733,0
34.67336683417085,0.580460401605867,0
35.67839195979897,0.5286461009514817,0
36.68341708542712,0.4733055631166023,2
37.688442211055275,0.41460141073409595,0
38.6934673366834,0.3527080642081908,0
39.69849246231155,0.28781104642357347,0
40.7035175879397,0.22010624319676425,0
41.70854271356782,0.14979912241778182,0
42.713567839195974,0.0771039149948598,0
43.7185929648241,0.0022427608672188626,0
44.72361809045225,-0.07455517650991311,0
45.7286432160804,-0.15305462367803646,0
46.73366834170852,-0.23301513504440824,2
47.738693467336674,-0.3141920513687141,0
48.7437185929648,-0.3963374750465505,0
49.74874371859295,-0.47920125830200966,0
50.7537688442211,-0.5625320003500831,0
51.75879396984922,-0.6460780495539336,0
52.76381909547737,-0.7295885065821512,0
53.768844221105525,-0.8128142245670708,0
54.77386934673365,-0.8955088022772781,0
55.7788944723618,-0.9774295663452024,0
56.78391959798995,-1.0583385386343318,0
57.78894472361807,-1.138003384889879,2
58.793969849246224,-1.2161983408912826,0
59.79899497487435,-1.292705112414597,0
60.8040201005025,-1.3673137454173196,0
61.80904522613065,-1.439823462976781,0
62.81407035175877,-1.5100434656458555,0
63.819095477386924,-1.5777936920355338,1
64.82412060301505,-1.6429055365924246,2
65.8291457286432,-1.705222521709965,0
66.83417085427135,-1.7646009214940461,0
67.83919597989947,-1.8209103346965925,0
68.84422110552762,-1.8740342045331957,1
69.84924623115577,-1.923870283312635,0
70.8542713567839,-1.970331040026175,1
71.85929648241205,-2.0133440092718433,0
72.8643216080402,-2.0528520801227748,0
73.86934673366832,-2.088813723788122,0
74.87437185929647,-2.121203159158998,0
75.8793969849246,-2.150010455579536,0
76.88442211055275,-2.1752415724334,2
77.8894472361809,-2.196918335387932,0
78.89447236180902,-2.215078349390636,0
79.89949748743717,-2.2297748487648352,0
80.9045226130653,-2.241076485002034,0
81.90954773869345,-2.249067053096942,0
82.9145728643216,-2.2538451575160394,0
83.91959798994972,-2.2555238191312545,1
84.92462311557787,-2.25423002468561,0
85.92964824120602,-2.25010422058682,0
86.93467336683415,-2.2432997530467063,0
87.9396984924623,-2.2339822567982206,0
88.94472361809045,-2.222328994826807,0
89.94974874371857,-2.2085281517481494,1
90.95477386934672,-2.1927780836490887,0
91.95979899497485,-2.175286527382075,1
92.964824120603,-2.1562697724651407,0
93.96984924623115,-2.1359517988884287,0
94.97487437185927,-2.114563384264261,0
95.97989949748742,-2.0923411838798662,2
96.98492462311555,-2.0695267873200005,2
97.9899497487437,-2.046365755419982,0
98.99497487437185,-2.023106641388177,2
100.0,-2.0000000000000004,0
