x_range,y_range,split_label
-37.68844221105528,-73.95519983623208,2
-36.68341708542714,-77.31718658569423,0
-35.678391959799,-89.23910066309162,0
-34.673366834170864,-53.320069091385726,0
-33.66834170854273,-52.12396433771197,0
-32.663316582914575,-49.00886748731804,0
-31.65829145728644,-62.0966398945674,0
-30.6532663316583,-57.32691282523774,0
-29.64824120603015,-37.63097330836241,0
-28.643216080402013,-53.45332679433419,0
-27.638190954773876,-70.32056113530851,0
-26.63316582914574,-55.46636507846098,1
-25.6281407035176,-45.15253506548355,0
-24.62311557788945,-33.82491041673153,0
-23.618090452261313,-45.9495939002197,0
-22.613065326633176,-48.66687278674182,2
-21.608040201005025,-24.06055245533131,0
-20.603015075376888,-22.020588648626866,0
-19.59798994974875,-15.798562699977285,0
-18.592964824120614,-36.234861441294456,0
-17.587939698492477,-42.48968713141413,0
-16.582914572864325,-14.346488012343334,0
-15.577889447236188,-30.066512434046118,0
-14.572864321608051,-16.912999462983855,0
-13.5678391959799,-9.633519360236479,0
-12.562814070351763,-24.76757614653514,0
-11.557788944723626,-14.227583333448585,0
-10.552763819095489,-1.9710714697527258,1
-9.547738693467352,0.7027325869244017,2
-8.5427135678392,-7.809595755005377,0
-7.5376884422110635,-16.321139843069417,0
-6.532663316582926,-11.410025238521957,0
-5.527638190954775,3.800620765719996,1
-4.522613065326638,-13.121626177887943,0
-3.517587939698501,0.47185456299287487,0
-2.512562814070364,20.50449409151944,2
-1.507537688442227,3.6739491620244036,0
-0.5025125628140756,-13.964302952863417,0
0.5025125628140614,6.8294201636918554,1
1.5075376884421985,19.852824129862647,0
2.5125628140703498,8.281377559129284,0
3.517587939698487,24.696790352478793,1
4.522613065326624,11.039595305182024,0
5.527638190954761,19.417776608492957,0
6.532663316582898,20.365355167077645,0
7.537688442211049,28.51763011774102,0
8.542713567839186,37.88289405256109,2
9.547738693467323,12.697880044660355,0
10.552763819095475,24.15956802866301,0
11.557788944723612,22.89496651998032,0
12.562814070351749,52.71953496992977,1
13.567839195979886,24.181495430216003,0
14.572864321608023,32.27439514457745,0
15.577889447236174,42.8371106154893,0
16.58291457286431,42.52775721725087,1
17.58793969849245,39.25295994161625,0
18.5929648241206,42.24396790399685,0
19.597989949748737,43.65297486817123,2
20.603015075376874,54.57492845814525,0
21.60804020100501,50.51995409803394,0
22.613065326633148,53.89008908702538,0
23.6180904522613,50.76232323544992,0
24.623115577889436,57.781065573669764,0
25.628140703517573,67.97438308732926,1
26.633165829145725,57.16008619485459,0
27.63819095477386,68.12528661098267,0
28.643216080402,64.33351689111625,0
29.64824120603015,79.85545952127856,0
30.653266331658273,87.61158775187765,0
31.658291457286424,70.25707374028491,0
32.66331658291455,73.64940748618166,0
33.6683417085427,71.75802801867728,0
34.67336683417085,67.82674601758892,0
35.67839195979897,79.39347498958956,0
36.68341708542712,67.16769157496438,2
37.688442211055275,91.30992096095042,0
38.6934673366834,93.46710088459623,0
39.69849246231155,87.8625037601159,0
40.7035175879397,110.62112355257213,0
41.70854271356782,105.45948285181277,0
42.713567839195974,97.48555533969572,0
43.7185929648241,82.02798297323726,0
44.72361809045225,100.1304044620643,0
45.7286432160804,93.60958068595836,0
46.73366834170852,98.56346821108286,2
47.738693467336674,90.03621142473114,0
48.7437185929648,93.54663271363265,0
49.74874371859295,88.26707883295208,0
50.7537688442211,115.88107550830425,0
51.75879396984922,91.0916342552766,0
52.76381909547737,114.19844759628648,0
53.768844221105525,128.64350034270558,0
54.77386934673365,98.33828958080085,0
55.7788944723618,118.06351361354466,0
56.78391959798995,114.07559182757699,0
57.78894472361807,145.54019954262031,2
58.793969849246224,132.018340711159,0
59.79899497487435,122.51358744895887,0
60.8040201005025,130.20416989298346,0
61.80904522613065,114.91603608179473,0
62.81407035175877,124.07200447144383,0
63.819095477386924,143.96677567278434,1
64.82412060301505,140.45725130835513,2
65.8291457286432,140.4403856684155,0
66.83417085427135,150.8870909127164,0
67.83919597989947,145.12307805957357,0
68.84422110552762,147.11179713351976,1
69.84924623115577,140.47463303942456,0
70.8542713567839,146.0418575965352,1
71.85929648241205,138.6627376834646,0
72.8643216080402,155.70828400742056,0
73.86934673366832,164.55322312576504,0
74.87437185929647,154.7470002602781,0
75.8793969849246,147.84601019686832,0
76.88442211055275,173.48482030020278,2
77.8894472361809,178.1737465122072,0
78.89447236180902,163.44942552138093,0
79.89949748743717,155.33375211014604,0
80.9045226130653,164.7605624149125,0
81.90954773869345,176.85512655307156,0
82.9145728643216,178.48539231324068,0
83.91959798994972,180.65655978590058,1
84.92462311557787,188.8522670440826,0
85.92964824120602,175.86286373558173,0
86.93467336683415,186.13120564354355,0
87.9396984924623,176.0414164418371,0
88.94472361809045,186.9849523454043,0
89.94974874371857,186.8326796148555,1
90.95477386934672,177.21983714377956,0
91.95979899497485,171.59005374997852,1
92.964824120603,180.80962322954727,0
93.96984924623115,184.69195564197923,0
94.97487437185927,177.95929876895238,0
95.97989949748742,208.57181385242146,2
96.98492462311555,189.9523736873956,2
97.9899497487437,204.37983815056631,0
98.99497487437185,203.2888608445818,2
100.0,206.40904156157154,0
